,model,lesion,#TP @[ IoBB=0.50      | area=   all | maxDets= 30 ],#FP @[ IoBB=0.50      | area=   all | maxDets= 30 ],#FN @[ IoBB=0.50      | area=   all | maxDets= 30 ],Sensitivity@ [avgFP=0.5],Sensitivity@ [avgFP=1],Sensitivity@ [avgFP=2],Sensitivity@ [avgFP=4],"mFROC@[0.5,1,2,4]", Average Recall     (AR) @[ IoBB=0.50:0.95 | area=   all | maxDets= 30 ], Average Precision  (AP) @[ IoBB=0.50:0.95 | area=   all | maxDets= 30 ], Average Precision  (AP) @[ IoBB=0.50:0.95 | area=   all | maxDets=  1 ], Average Precision  (AP) @[ IoBB=0.50:0.95 | area=   all | maxDets=  5 ], Average Precision  (AP) @[ IoBB=0.50:0.95 | area=   all | maxDets= 10 ], Average Precision  (AP) @[ IoBB=0.50      | area=   all | maxDets= 10 ], Average Precision  (AP) @[ IoBB=0.75      | area=   all | maxDets= 10 ], Average Recall     (AR) @[ IoBB=0.50:0.95 | area=   all | maxDets=  1 ], Average Recall     (AR) @[ IoBB=0.50:0.95 | area=   all | maxDets=  5 ], Average Recall     (AR) @[ IoBB=0.50:0.95 | area=   all | maxDets= 10 ]
0,baseline_densenet,all,705,3106,829,0.501089343306114,0.6769333845930977,0.8204952272770576,0.936193297638862,0.7336778132037828,0.34978847841991845,0.12546088895211424,0.08434827629697579,0.12307891251094327,0.1251201722624635,0.2048134571475958,0.12441438573569495,0.17835605553125064,0.3278792484426177,0.3450338501617336
0,with_clinical_densenet_1D_3D,Pulmonary edema,0,0,42,0.0128787878787878,0.0257575757575757,0.0515151515151515,0.103030303030303,0.0482954545454545,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_densenet_1D_3D,Enlarged cardiac silhouette,0,0,60,0.038658328595793,0.0773166571915861,0.1546333143831722,0.3092666287663445,0.144968732234224,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_densenet_1D_3D,Consolidation,0,0,55,0.0435060780550223,0.0870121561100447,0.1740243122200895,0.3480486244401791,0.1631477927063339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_densenet_1D_3D,Atelectasis,0,0,59,0.0189309576837416,0.0378619153674833,0.0757238307349666,0.1514476614699332,0.0709910913140311,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_densenet_1D_3D,Pleural abnormality,0,0,55,0.0599118942731277,0.1198237885462555,0.239647577092511,0.479295154185022,0.224669603524229,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_densenet_1D_3D,all,0,0,271,0.0356654014319029,0.0713308028638058,0.1426616057276116,0.2853232114552233,0.1337452553696359,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_densenet_3D,Pulmonary edema,0,149,42,0.2168367346938775,0.4603174603174603,0.5405631806173078,0.5843804368838199,0.4505244531281164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_densenet_3D,Enlarged cardiac silhouette,0,150,60,0.2245283018867924,0.456989247311828,0.5234558248631743,0.5766223612197029,0.4453989338203744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_densenet_3D,Consolidation,0,151,55,0.1531777956556717,0.3688311688311688,0.4448665407505078,0.5069028188589144,0.3684445810240657,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_densenet_3D,Atelectasis,0,134,59,0.1903280982739854,0.4439177296410314,0.4753897183088715,0.5383336956445517,0.41199231046711,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_densenet_3D,Pleural abnormality,0,148,55,0.1531777956556717,0.3323260776781903,0.3752795561246265,0.4611865130174989,0.3304924856189969,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_densenet_3D,all,0,724,271,0.1869289900023595,0.4114667261213233,0.4696200434910449,0.5319111487768778,0.3999817270979013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,baseline_resnet50,Pulmonary edema,147,2743,52,0.4955332216638749,0.6685601922656762,0.8796614652208411,0.9664230242119688,0.7525444758405904,0.5432160804020101,0.056131916110754715,0.01967727806724847,0.04654460066707566,0.05287276747073904,0.11635018685359423,0.03791652574194675,0.11055276381909548,0.3633165829145729,0.47788944723618093
0,baseline_resnet50,Enlarged cardiac silhouette,174,888,103,0.5654332129963899,0.745888487765744,0.9131545856488054,0.9714418248189904,0.7989795278074825,0.4534296028880866,0.17370503159190723,0.12608895718653762,0.17283432364615783,0.1737230856307459,0.29145274005929817,0.1798811181850104,0.2277978339350181,0.4389891696750903,0.4534296028880866
0,baseline_resnet50,Consolidation,191,1000,146,0.5526706231454006,0.7378126324713862,0.8893598982619754,0.9634491185198116,0.7858230680996434,0.3937685459940653,0.1026002247688993,0.05449388102023877,0.10054816100210046,0.10216545463728949,0.20072676897330186,0.08776945483272051,0.1507418397626113,0.3658753709198813,0.3905044510385757
0,baseline_resnet50,Atelectasis,167,598,150,0.539624528737401,0.7069981736676074,0.8654865088358703,0.9511587413759188,0.7658169881541993,0.3495268138801262,0.10311432833701453,0.0645890172052847,0.10359073243798866,0.10317408344099883,0.2104975485358113,0.08223003389933752,0.16119873817034697,0.34132492113564666,0.3495268138801262
0,baseline_resnet50,Pleural abnormality,2,1,402,0.5894399625147699,0.7400684512895734,0.8973451837696249,0.972685688351706,0.7998848214814186,0.0037128712871287136,0.0099009900990099,0.009900990099009898,0.0099009900990099,0.0099009900990099,0.009900990099009901,0.0099009900990099,0.002475247524752475,0.0037128712871287136,0.0037128712871287136
0,baseline_resnet50,all,679,5206,855,0.5545507376641683,0.724513378023766,0.88956806718504,0.9651709643705828,0.7834507868108893,0.34967744636066195,0.08804096998295115,0.05410272493825425,0.08529683718182844,0.08740295250743572,0.16230339682944095,0.07733090830924487,0.13116305715889387,0.3047546235944052,0.33662643462542796
0,with_clinical_resnet50_1D_3D,Pulmonary edema,0,144,42,0.1375661375661375,0.3571428571428571,0.6547619047619047,0.6933698852675398,0.4607101961846098,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet50_1D_3D,Enlarged cardiac silhouette,0,2,60,0.2245370370370371,0.3911111111111111,0.530778588807786,0.5872262773722629,0.4334132535820492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet50_1D_3D,Consolidation,0,0,55,0.2379446640316205,0.3820513699804533,0.413764960049381,0.4771921401872364,0.3777382835621728,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet50_1D_3D,Atelectasis,0,0,59,0.183337312007639,0.3075688038654368,0.3497977916117599,0.4342557671044061,0.3187399186473104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet50_1D_3D,Pleural abnormality,0,0,55,0.2785026737967914,0.4440846824408468,0.4829758774964254,0.5607582676075826,0.4415803753354116,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet50_1D_3D,all,0,145,271,0.2157620110295696,0.3765708818372654,0.4771421811755732,0.5426696476437175,0.4030361804215314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet50_3D,Pulmonary edema,0,275,42,0.2200647249190938,0.3707482993197278,0.5952380952380952,0.7715353986598038,0.4893966295341801,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet50_3D,Enlarged cardiac silhouette,0,171,60,0.1666666666666666,0.3176470588235294,0.5857142857142857,0.6819466882067852,0.4379936748528167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet50_3D,Consolidation,0,139,55,0.1818181818181818,0.3517786561264822,0.6181818181818182,0.6689821806100876,0.4551902091841424,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet50_3D,Atelectasis,0,113,59,0.1959322033898305,0.3665254237288136,0.5954802259887005,0.6623483554504446,0.4550715521394473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet50_3D,Pleural abnormality,0,115,55,0.1283018867924528,0.3474747474747474,0.5644207200827931,0.6355357045590718,0.4189332647272663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_resnet50_3D,all,0,760,271,0.1766026650191396,0.3494988535015054,0.5915842438403842,0.6795141132546084,0.4492999689039094,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,baseline_efficientnet_b5,Pulmonary edema,110,1607,89,0.4931801866475233,0.6992103374012922,0.8160804020100503,0.9065613783201724,0.7287580760947596,0.4190954773869347,0.0763583810043082,0.03655737955458981,0.06986526600571781,0.07555908119325287,0.13201905471869332,0.07084095817801199,0.10753768844221104,0.33216080402010056,0.3979899497487437
0,baseline_efficientnet_b5,Enlarged cardiac silhouette,146,584,131,0.5163457681508222,0.7076424157131493,0.838468642431366,0.9388115823613276,0.7503171021641664,0.4231046931407943,0.18113085107735896,0.1413813479708149,0.1799531871341967,0.18099839170708956,0.25204987319715033,0.18954839724785943,0.2523465703971119,0.4140794223826715,0.4227436823104694
0,baseline_efficientnet_b5,Consolidation,162,654,175,0.5296735905044511,0.6954031964183456,0.8355922688266902,0.9171927588473104,0.7444654536491994,0.36824925816023735,0.12801249510820606,0.0795138972461905,0.12587124605623565,0.12813592080716799,0.20577468718391842,0.11981277291875388,0.17002967359050442,0.3445103857566766,0.3655786350148368
0,baseline_efficientnet_b5,Atelectasis,168,548,149,0.5627760252365931,0.6959475855374909,0.7687199070230782,0.9012623409291932,0.7321764646815889,0.3779179810725552,0.1327078138827215,0.07328160926957544,0.13078499108970743,0.13276251281328327,0.24109788649371353,0.11654185894664337,0.1785488958990536,0.3621451104100946,0.3779179810725552
0,baseline_efficientnet_b5,Pleural abnormality,68,98,336,0.5384497719434864,0.6680171380366736,0.7883896880254063,0.9116727462219906,0.7266323360568893,0.10420792079207922,0.038963355403484695,0.030936983350376004,0.04024046658874483,0.03906561851457199,0.07907864315843349,0.0343224751813285,0.0702970297029703,0.10420792079207922,0.10420792079207922
0,baseline_efficientnet_b5,all,650,3509,884,0.5316847084653217,0.6910071654958166,0.8073298911581896,0.914971599660746,0.7362483411950185,0.3370552729232552,0.10974735587682247,0.07104645582245668,0.10818016706159984,0.10942146914231529,0.1806009618437252,0.10417740233766239,0.15542651496264986,0.31074667877049,0.33058387879980494
0,with_clinical_efficientnet_b5_1D_3D,Pulmonary edema,0,0,42,0.0202080237741456,0.0404160475482912,0.0808320950965824,0.1616641901931649,0.075780089153046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b5_1D_3D,Enlarged cardiac silhouette,0,0,60,0.0197330237957051,0.0394660475914103,0.0789320951828206,0.1578641903656413,0.0739988392338943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b5_1D_3D,Consolidation,0,0,55,0.028752642706131,0.0575052854122621,0.1150105708245243,0.2300211416490486,0.1078224101479915,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b5_1D_3D,Atelectasis,0,0,59,0.034889687018984,0.0697793740379681,0.1395587480759363,0.2791174961518727,0.1308363263211903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b5_1D_3D,Pleural abnormality,0,0,55,0.0308529945553539,0.0617059891107078,0.1234119782214156,0.2468239564428312,0.1156987295825771,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b5_1D_3D,all,0,0,271,0.0271938007740153,0.0543876015480307,0.1087752030960614,0.2175504061921228,0.1019767529025575,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b5_3D,Pulmonary edema,0,8,42,0.1115518692150498,0.1337386018237082,0.1781120670410248,0.2668589974756581,0.1725653838888602,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b5_3D,Enlarged cardiac silhouette,0,9,60,0.09765625,0.1171354166666666,0.15609375,0.2340104166666666,0.1512239583333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b5_3D,Consolidation,0,8,55,0.022490628904623,0.0508121615993336,0.1074552269887546,0.2207413577675968,0.100374843815077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b5_3D,Atelectasis,0,6,59,0.0424829407880255,0.073488255086318,0.135498883682903,0.259520140876073,0.1277475551083299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b5_3D,Pleural abnormality,0,11,55,0.0372987776367644,0.0618261973148086,0.110881036670897,0.2089907153830739,0.104749181751386,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_efficientnet_b5_3D,all,0,36,271,0.0602932264697487,0.0855205279223849,0.1359751308276574,0.2368843366382023,0.1296683054644983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_hadamard,Pulmonary edema,0,201,42,0.1495859213250517,0.2991718426501035,0.5110544217687075,0.7411612100941233,0.4252433489594965,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_hadamard,Enlarged cardiac silhouette,0,201,60,0.2066666666666667,0.4133333333333334,0.6730994152046784,0.8865271802894016,0.54490664887352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_hadamard,Consolidation,0,201,55,0.1597548518896833,0.3195097037793666,0.5873900293255132,0.8052688172043011,0.467980850549716,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_hadamard,Atelectasis,0,201,59,0.194324004729996,0.3886480094599921,0.5929093453584201,0.8048308711525907,0.4951780576752497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_hadamard,Pleural abnormality,0,201,55,0.1756198347107438,0.3512396694214876,0.6012223071046601,0.7734623530877528,0.475386041081161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_hadamard,all,0,1005,271,0.1793111909141898,0.3586223818283796,0.5985445775142905,0.8067735697615612,0.4858129300046052,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_token_mixer,Pulmonary edema,0,72,42,0.2916666666666666,0.4538690476190475,0.536146064643474,0.5877697432101577,0.4673628805348364,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_token_mixer,Enlarged cardiac silhouette,0,73,60,0.3333333333333333,0.5193333333333333,0.556127729395431,0.6041903319449703,0.503246182001767,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_token_mixer,Consolidation,0,74,55,0.2969696969696969,0.4192137156370085,0.4426033912879907,0.489382742589955,0.4120423866211628,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_token_mixer,Atelectasis,0,73,59,0.135593220338983,0.2379528082419408,0.2831505483549352,0.3735460285809239,0.2575606513791957,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_token_mixer,Pleural abnormality,0,71,55,0.2343434343434343,0.2804350005011526,0.3363235441515485,0.4481006314523403,0.324800652612119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_token_mixer,all,0,364,271,0.2563550635506355,0.3791232290548833,0.4259507833242347,0.4964522154617181,0.3894703228478679,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_hadamard_2nd,Pulmonary edema,1,177,41,0.2132116004296455,0.3571428571428571,0.5714285714285714,0.617985904039035,0.4399422332600273,0.009523809523809523,0.005940594059405941,0.0,0.005940594059405941,0.005940594059405941,0.01485148514851485,0.0,0.0,0.009523809523809523,0.009523809523809523
0,with_clinical_convnext_base_3D_hadamard_2nd,Enlarged cardiac silhouette,0,204,60,0.207235142118863,0.3666666666666666,0.5970238095238095,0.7533248623464633,0.4810626201639506,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_hadamard_2nd,Consolidation,7,242,48,0.1790311877903118,0.2783012607830126,0.5636363636363636,0.7372028773978315,0.43954292240188,0.10909090909090909,0.011261088986652611,0.008250825082508252,0.011453173606149232,0.010808694218440381,0.016195142140655948,0.006616589260736028,0.02727272727272727,0.09090909090909091,0.09090909090909091
0,with_clinical_convnext_base_3D_hadamard_2nd,Atelectasis,0,147,59,0.1329856584093872,0.2542372881355932,0.4454748960665174,0.532459226095299,0.3412892671766992,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_hadamard_2nd,Pleural abnormality,0,152,55,0.121763085399449,0.2363636363636363,0.3915773422433511,0.4745302058572902,0.3060585674659317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_hadamard_2nd,all,7,926,264,0.1689255889917623,0.2963342042179546,0.5115911485709868,0.6244107513988251,0.4003154232948822,0.021818181818181816,0.0018871169107063594,0.0017326732673267327,0.0019188457307269188,0.0017892997566847303,0.0023236822887376177,0.0013802811123719684,0.005454545454545454,0.018181818181818184,0.018181818181818184
0,with_clinical_expander_convnext_base_3D_cocat,Pulmonary edema,24,249,18,0.4285714285714285,0.5476190476190477,0.7655677655677655,0.9047619047619048,0.6616300366300366,0.4642857142857143,0.1064619048558039,0.05729823285563058,0.10341428074112259,0.10734953960816737,0.14389375181014272,0.10504278691407856,0.16428571428571428,0.40476190476190477,0.45714285714285713
0,with_clinical_expander_convnext_base_3D_cocat,Enlarged cardiac silhouette,34,141,26,0.6722222222222223,0.805952380952381,0.864367816091954,0.9692307692307692,0.8279432971243317,0.5033333333333334,0.2590235277247527,0.22736791671851017,0.2584233547715367,0.25816749334300726,0.3029407601581814,0.2647049388570577,0.3683333333333333,0.4983333333333334,0.4983333333333334
0,with_clinical_expander_convnext_base_3D_cocat,Consolidation,16,78,39,0.3818181818181818,0.6132231404958678,0.8405594405594405,0.9301247771836006,0.6914313850142727,0.2290909090909091,0.05574548566162555,0.03531326039007841,0.05634954073119567,0.05574548566162555,0.07634254294493778,0.062348698942106096,0.13272727272727272,0.2290909090909091,0.2290909090909091
0,with_clinical_expander_convnext_base_3D_cocat,Atelectasis,19,70,40,0.423728813559322,0.592051431911163,0.7823371989295272,0.9524288788719124,0.6876365808179812,0.2627118644067796,0.121322708317708,0.10258124542387176,0.12212293907640717,0.121322708317708,0.16051937786572862,0.119505936857422,0.18135593220338983,0.2627118644067796,0.2627118644067796
0,with_clinical_expander_convnext_base_3D_cocat,Pleural abnormality,7,12,48,0.4329004329004329,0.5733075435203094,0.7072822465492623,0.8804778554778554,0.648492019611965,0.09272727272727273,0.05036964656558195,0.030891089108910887,0.05036964656558195,0.05036964656558195,0.08832311802608833,0.047389354320047386,0.04181818181818182,0.09272727272727273,0.09272727272727273
0,with_clinical_expander_convnext_base_3D_cocat,all,99,557,172,0.4728518713758566,0.6330161068663883,0.7944837736058457,0.9296320841463804,0.7074959589986177,0.2999765940274415,0.11349155760859188,0.0889581858030348,0.11306224400719089,0.1136039525255807,0.15494196316881115,0.11135872865587788,0.17936642453591606,0.2878553819062294,0.2978813559322034
0,with_clinical_convnext_base_3D_cocat,Pulmonary edema,0,18,42,0.0780077484206484,0.0934347841262085,0.1242888555373285,0.1859969983595686,0.1204320966109385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat,Enlarged cardiac silhouette,0,15,60,0.1102548725637181,0.1286056971514242,0.1653073463268365,0.2387106446776611,0.16071964017991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat,Consolidation,0,19,55,0.1102252178201545,0.1381719546276508,0.1940654282426434,0.3058523754726286,0.1870787440407693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat,Atelectasis,0,17,59,0.0915722545434896,0.1252544174066535,0.1926187431329815,0.3273473945856373,0.1841982024171905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat,Pleural abnormality,0,20,55,0.0837921150830133,0.1220377480936671,0.1985290141149748,0.3515115461575901,0.1889676058623113,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat,all,0,75,271,0.0958130410156105,0.1230337529116282,0.1774751767036638,0.286358024287735,0.1706699987296594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_with_norm_act_token_mixer,Pulmonary edema,8,4072,34,0.2369747899159664,0.3936438011327879,0.564820641913153,0.7850372376438728,0.495119117651445,0.0642857142857143,0.0006777723307780392,0.0006364922206506364,0.0005940594059405942,0.0005940594059405942,0.0019801980198019802,0.0,0.007142857142857143,0.007142857142857143,0.007142857142857143
0,with_clinical_convnext_base_3D_cocat_with_norm_act_token_mixer,Enlarged cardiac silhouette,12,4068,48,0.3666666666666666,0.5647286821705426,0.7725,0.9694158075601376,0.6683277890993367,0.05166666666666666,0.008577881544898282,0.007349581111957348,0.00851119613551467,0.008510931481784669,0.046710295482818784,0.0,0.021666666666666667,0.034999999999999996,0.034999999999999996
0,with_clinical_convnext_base_3D_cocat_with_norm_act_token_mixer,Consolidation,1,1155,54,0.2311688311688311,0.3473607038123167,0.4769794721407624,0.7821892393320965,0.4594245616135017,0.0018181818181818182,1.7696139587149064e-06,0.0,0.0,1.8051030262552236e-06,1.8051030262552234e-05,0.0,0.0,0.0,0.0018181818181818182
0,with_clinical_convnext_base_3D_cocat_with_norm_act_token_mixer,Atelectasis,0,435,59,0.1299435028248587,0.2817980840088431,0.5722831505483549,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_with_norm_act_token_mixer,Pleural abnormality,0,0,55,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_with_norm_act_token_mixer,all,21,9730,250,,,,,,0.02355411255411255,0.0018514846979270072,0.0015972146665215968,0.001821051108291053,0.0018213591981503041,0.009741708906576661,0.0,0.005761904761904762,0.00842857142857143,0.00879220779220779
0,with_clinical_convnext_base_3D_cocat_pos_weight_10,Pulmonary edema,0,0,42,0.0126206384558277,0.0252412769116555,0.050482553823311,0.1009651076466221,0.0473273942093541,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_10,Enlarged cardiac silhouette,0,0,60,0.0199882422104644,0.0399764844209288,0.0799529688418577,0.1599059376837154,0.0749559082892416,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_10,Consolidation,0,0,55,0.0282744282744282,0.0565488565488565,0.1130977130977131,0.2261954261954262,0.106029106029106,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_10,Atelectasis,0,0,59,0.0486757337151037,0.0973514674302075,0.1947029348604151,0.3894058697208303,0.1825340014316392,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_10,Pleural abnormality,0,0,55,0.0904656319290465,0.1809312638580931,0.3618625277161862,0.7237250554323724,0.3392461197339246,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_10,all,0,0,271,0.0410772433511249,0.0821544867022499,0.1643089734044999,0.3286179468089999,0.1540396625667187,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_100,Pulmonary edema,0,11,42,0.0318069009022469,0.0433775741427824,0.0665189206238535,0.1128016135859956,0.0636262523137196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_100,Enlarged cardiac silhouette,0,9,60,0.0158468141300759,0.0382964674810168,0.0831957741828986,0.1729943875866623,0.0775833608451634,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_100,Consolidation,0,11,55,0.0427875809693991,0.0755952646861737,0.141210632119723,0.2724413669868215,0.1330087111905293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_100,Atelectasis,0,9,59,0.0715292325271376,0.1207389068748809,0.2191582555703675,0.4159969529613407,0.2068558369834317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_100,Pleural abnormality,0,10,55,0.0634884103238533,0.1216176228834456,0.2378760480026302,0.4703928982409995,0.2233437448627322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_100,all,0,50,271,0.0455797155938337,0.0815127324162543,0.1533787660610955,0.2971108333507779,0.1443955118554903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_10_2nd,Pulmonary edema,0,0,42,0.0089497236114767,0.0178994472229534,0.0357988944459068,0.0715977888918136,0.0335614635430376,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_10_2nd,Enlarged cardiac silhouette,0,0,60,0.0165772793759141,0.0331545587518283,0.0663091175036567,0.1326182350073135,0.0621647976596782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_10_2nd,Consolidation,0,0,55,0.0979560054506521,0.1959120109013042,0.3918240218026085,0.7836480436052171,0.3673350204399455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0,with_clinical_convnext_base_3D_cocat_pos_weight_10_2nd,Atelectasis,0,0,59,0.1055340004084133,0.2110680008168266,0.4221360016336532,0.8442720032673064,0.3957525015315499,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
